39	14 Feb 14	19:00:00	1	0	0	0	0	0	0	24	19	29	15	14	14	16	21	13	10	10	21	10	17	11	23	13	17	1	12	16	25	13	33	19	22	15	22	9	27	15	28
40	14 Feb 14	19:05:00	1	0	0	0	0	0	0	22	12	30	13	19	13	19	11	15	14	15	11	15	10	15	14	5	9	3	26	17	19	12	21	20	12	10	16	1	14	7	19
41	14 Feb 14	19:10:00	1	0	0	0	0	0	0	44	6	20	8	16	6	8	8	9	7	7	46	7	12	21	7	0	0	10	0	11	11	7	8	16	15	0	17	0	8	5	17
42	14 Feb 14	19:15:00	1	0	0	0	0	0	0	15	13	3	12	8	4	10	12	7	10	15	16	15	14	9	36	1	0	5	0	17	9	8	9	15	24	1	14	1	9	8	11
43	14 Feb 14	19:20:00	1	0	0	0	0	0	0	17	7	20	29	13	0	17	15	7	13	2	10	9	12	10	58	0	0	3	0	1	15	11	21	14	20	1	12	0	11	7	8
44	14 Feb 14	19:25:00	1	0	0	0	0	0	0	12	7	18	6	38	3	7	19	4	12	10	9	9	15	5	14	0	4	10	0	10	14	8	27	14	5	1	16	0	12	5	13
45	14 Feb 14	19:30:00	1	0	0	0	0	0	0	13	5	4	13	11	2	12	14	6	6	9	29	11	11	22	11	0	0	1	0	3	16	13	20	21	8	0	16	1	15	13	14
46	14 Feb 14	19:35:00	1	0	0	0	0	0	0	18	9	11	8	17	1	16	16	11	1	0	7	3	11	18	0	0	0	0	0	0	7	18	6	17	24	3	5	3	13	10	8
47	14 Feb 14	19:40:00	1	0	0	0	0	0	0	12	6	0	8	38	5	10	21	1	1	5	35	11	8	19	11	0	0	0	0	0	5	29	16	14	17	0	0	5	8	4	13
48	14 Feb 14	19:45:00	1	0	0	0	0	0	0	17	15	8	6	17	1	9	86	2	0	1	12	10	11	11	18	41	0	0	0	0	8	4	0	7	12	0	0	7	10	6	11
49	14 Feb 14	19:50:00	1	0	0	0	0	0	0	19	4	13	12	4	0	14	1	1	0	0	9	4	10	4	3	1	1	0	0	0	13	2	0	18	7	0	0	2	15	0	11
50	14 Feb 14	19:55:00	1	0	0	0	0	0	0	16	21	3	8	19	0	14	9	9	1	0	7	1	5	0	0	1	0	0	0	0	14	0	8	16	16	0	0	1	19	0	11
51	14 Feb 14	20:00:00	1	0	0	0	0	0	0	0	11	2	7	18	1	12	1	4	11	0	16	0	6	0	0	0	0	0	0	0	8	0	17	15	15	0	0	0	25	0	15
