41	14 Feb 14	19:10:00	1	0	0	0	0	0	1	16	0	8	12	12	0	8	30	0	8	9	0	8	22	3	1	41	1	1	0	0	0	15	0	0	0	0	0	0	0	0	0
42	14 Feb 14	19:15:00	1	0	0	0	0	0	1	6	0	15	10	11	0	18	18	0	9	0	0	18	0	6	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
43	14 Feb 14	19:20:00	1	0	0	0	0	0	1	2	0	16	13	9	0	14	19	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
44	14 Feb 14	19:25:00	1	0	0	0	0	0	1	0	0	4	22	18	0	12	19	0	0	0	0	10	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0	0	0
45	14 Feb 14	19:30:00	1	0	0	0	0	0	1	2	0	0	21	13	0	9	30	0	0	0	0	17	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0
46	14 Feb 14	19:35:00	1	0	0	0	0	0	1	0	0	0	10	6	0	12	8	0	0	0	0	5	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
47	14 Feb 14	19:40:00	1	0	0	0	0	0	1	19	0	0	19	10	0	13	27	0	5	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
48	14 Feb 14	19:45:00	1	0	0	0	0	0	1	2	0	0	20	6	0	11	23	0	6	0	0	16	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
49	14 Feb 14	19:50:00	1	0	0	0	0	0	1	2	0	0	12	4	0	9	11	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	14 Feb 14	19:55:00	1	0	0	0	0	0	1	70	0	0	15	19	0	16	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	14 Feb 14	20:00:00	1	0	0	0	0	0	1	7	0	0	12	0	0	21	12	0	0	0	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
52	14 Feb 14	20:05:00	1	0	0	0	0	0	1	0	0	0	19	0	2	26	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
53	14 Feb 14	20:10:00	1	0	0	0	0	0	1	0	0	0	18	0	1	11	1	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	14 Feb 14	20:15:00	1	0	0	0	0	0	1	0	0	0	11	0	0	15	0	0	0	0	0	36	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55	14 Feb 14	20:20:00	1	0	0	0	0	0	1	5	0	0	11	0	7	15	0	0	3	4	0	10	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
56	14 Feb 14	20:25:00	1	0	0	0	0	0	1	4	0	0	30	0	0	19	0	0	0	20	0	6	0	0	16	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
57	14 Feb 14	20:30:00	1	0	0	0	0	0	1	0	0	0	12	0	16	8	0	0	0	0	0	10	0	0	11	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0
