10404	19 Nov 13	14:30:00	1	0	0	0	0	0	1	5	11	0	16	12	16	12	10	6	8	10	7	16	11	10	11	9	8	8	14	7	4	14	6	6	7	13	6	8	16	14	16
10405	19 Nov 13	14:35:00	1	0	0	0	0	0	1	11	14	0	19	11	17	12	15	6	11	14	15	15	12	12	13	16	8	5	6	11	8	14	7	11	7	8	4	7	12	11	10
10406	19 Nov 13	14:40:00	1	0	0	0	0	0	1	9	15	0	21	15	6	14	15	0	19	17	0	7	12	7	10	14	11	5	29	8	9	16	0	3	7	0	0	7	2	7	14
10407	19 Nov 13	14:45:00	1	0	0	0	0	0	1	7	9	0	12	10	5	6	8	0	11	12	4	9	13	3	19	12	5	1	5	9	9	14	0	0	8	0	0	3	0	9	8
10408	19 Nov 13	14:50:00	1	0	0	0	0	0	1	3	21	0	13	11	0	2	14	0	10	7	1	4	9	2	4	17	5	0	0	8	11	10	0	0	17	0	3	0	0	10	8
10409	19 Nov 13	14:55:00	1	0	0	0	0	0	1	9	17	0	14	10	0	0	10	0	14	3	12	4	8	5	0	20	4	0	1	8	5	32	0	0	10	0	0	0	0	15	9
10410	19 Nov 13	15:00:00	1	0	0	0	0	0	1	8	15	0	0	12	0	0	10	0	8	8	5	0	9	22	0	18	6	0	41	15	0	1	0	0	13	0	0	0	0	12	8
10411	19 Nov 13	15:05:00	1	0	0	0	0	0	1	5	10	0	8	12	0	1	12	0	12	8	0	10	0	0	0	17	2	0	4	14	0	0	0	0	9	0	0	0	0	11	11
10412	19 Nov 13	15:10:00	1	0	0	0	0	0	1	3	14	0	0	14	0	4	3	0	10	15	7	18	0	4	0	12	4	0	0	8	0	0	0	0	14	0	0	0	0	6	11
10413	19 Nov 13	15:15:00	1	0	0	0	0	0	1	4	13	0	0	9	0	2	7	0	9	12	13	1	0	0	9	13	3	0	0	11	0	0	0	0	12	0	0	0	0	6	12
10414	19 Nov 13	15:20:00	1	0	0	0	0	0	1	8	9	0	1	10	0	4	9	0	10	5	0	5	0	0	4	15	0	0	0	17	0	0	0	0	12	0	0	0	0	8	1
10415	19 Nov 13	15:25:00	1	0	0	0	0	0	1	8	11	0	2	7	0	0	2	0	3	5	1	48	0	0	1	17	0	0	3	11	0	0	0	2	19	0	0	0	0	11	19
10416	19 Nov 13	15:30:00	1	0	0	0	0	0	1	8	11	0	0	15	0	8	9	0	0	3	8	2	0	31	0	12	2	0	0	13	0	0	0	0	18	0	0	0	0	10	4
10417	19 Nov 13	15:35:00	1	0	0	0	0	0	1	1	6	0	3	13	0	0	7	0	0	1	0	0	0	9	0	8	5	0	0	9	0	1	0	4	11	0	0	0	0	19	62
10418	19 Nov 13	15:40:00	1	0	0	0	0	0	1	5	10	0	1	22	1	0	1	0	0	1	1	1	0	0	0	12	2	0	0	7	0	0	0	0	11	0	0	0	0	9	1
10419	19 Nov 13	15:45:00	1	0	0	0	0	0	1	2	16	0	0	9	3	0	0	0	2	0	1	3	0	0	0	14	0	0	0	9	0	0	0	45	17	0	0	0	0	2	25
10420	19 Nov 13	15:50:00	1	0	0	0	0	0	1	2	12	0	0	11	3	0	0	0	0	0	10	1	0	0	0	13	0	6	0	8	0	0	0	0	15	0	0	0	0	16	0
10421	19 Nov 13	15:55:00	1	0	0	0	0	0	1	6	13	0	1	12	5	0	1	0	0	0	1	0	0	0	0	14	0	0	4	6	0	0	0	0	12	0	3	0	0	10	0
10422	19 Nov 13	16:00:00	1	0	0	0	0	0	1	13	0	0	0	8	2	0	0	0	3	4	1	2	0	0	7	2	0	0	1	10	0	0	0	0	11	0	0	0	0	12	0
10423	19 Nov 13	16:05:00	1	0	0	0	0	0	1	1	2	0	9	10	4	0	4	0	1	0	2	7	0	0	0	6	2	0	0	4	0	4	0	3	18	0	7	0	0	11	0
10424	19 Nov 13	16:10:00	1	0	0	0	0	0	1	2	5	0	1	8	2	0	0	0	0	1	0	21	0	13	0	1	0	0	3	0	0	1	0	0	10	0	6	0	0	14	0
10425	19 Nov 13	16:15:00	1	0	0	0	0	0	1	4	1	0	0	10	0	0	5	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	9	0
10426	19 Nov 13	16:20:00	1	0	0	0	0	0	1	11	1	0	2	6	1	0	3	0	2	0	4	6	0	1	0	0	0	0	3	0	0	0	0	3	9	2	0	0	0	12	0
10427	19 Nov 13	16:25:00	1	0	0	0	0	0	1	1	0	0	2	10	4	0	1	0	0	0	1	0	0	0	1	0	2	0	5	0	0	0	0	9	13	3	1	0	0	14	0
